ISSN	Titulo	Estrato	
2179-5525	Idéias - Revista do Instituto de Filosofia e Ciências Humanas da Unicamp	B3
2316-3127	Ideias e Inovação Lato Sensu	B3
2175-0904	Idéias em Destaque	B4
2178-437x	Identidade!	B1
0073-4675	Idesia (Arica. Impresa)	B3
2084-3763	Ido Movement for Culture. Journal of Martial Arts Anthropology	A2
1759-5436	Ids Bulletin (Online)	B2
1699-4574	Ie Comunicaciones	B4
2169-3536	Ieee Access	A1
0885-8985	Ieee Aerospace and Electronic Systems Magazine	A3
1045-9243	Ieee Antennas & Propagation Magazine	A3
1536-1225	Ieee Antennas and Wireless Propagation Letters	A1
2325-6095	Ieee Cloud Computing	A2
1089-7798	Ieee Communications Letters (Print)	A1
0163-6804	Ieee Communications Magazine (Print)	A1
1553-877x	Ieee Communications Surveys and Tutorials	A1
1556-603x	Ieee Computational Intelligence Magazine	A1
0272-1716	Ieee Computer Graphics and Applications	A3
2162-2256	Ieee Consumer Electronics Magazine	B1
1066-033x	Ieee Control Systems	A1
2475-1456	Ieee Control Systems Letters	A4
0883-7554	Ieee Electrical Insulation Magazine	A3
0741-3106	Ieee Electron Device Letters (Print)	A2
1943-0663	Ieee Embedded Systems Letters (Impresso)	A2
1932-4537	Ieee Etransactions on Network and Service Management	A1
1558-0571	Ieee Geoscience and Remote Sensing Letters	A2
1545-598x	Ieee Geoscience and Remote Sensing Letters (Print)	A2
1077-2618	Ieee Industry Applications Magazine (Print)	A4
1094-6969	Ieee Instrumentation & Measurement Magazine	A4
1541-1672	Ieee Intelligent Systems	A2
1939-1390	Ieee Intelligent Transportation Systems Magazine	A1
1089-7801	Ieee Internet Computing	A2
2327-4662	Ieee Internet of Things Journal	A1
2168-2194	Ieee Journal of Biomedical and Health Informatics	A1
2168-6777	Ieee Journal of Emerging and Selected Topics in Power Electronics	A1
0364-9059	Ieee Journal of Oceanic Engineering	A1
2156-3381	Ieee Journal of Photovoltaics	A1
1939-1404	Ieee Journal of Selected Topics in Applied Earth Observations and Remote Sensing	A2
1077-260x	Ieee Journal of Selected Topics in Quantum Electronics	A1
1932-4553	Ieee Journal of Selected Topics in Signal Processing	A1
0018-9200	Ieee Journal of Solid-State Circuits	A1
2168-6734	Ieee Journal of The Electron Devices Society	A1
2168-2372	Ieee Journal of Translational Engineering in Health and Medicine	A3
2156-3357	Ieee Journal on Emerging and Selected Topics in Circuits and Systems	A1
0733-8716	Ieee Journal on Selected Areas in Communications (Print)	A1
1531-1309	Ieee Microwave and Wireless Components Letters	A1
1070-986x	Ieee Multimedia	A2
0890-8044	Ieee Network	A1
1943-0655	Ieee Photonics Journal	A1
1041-1135	Ieee Photonics Technology Letters	A1
0278-6648	Ieee Potentials	B1
1070-9932	Ieee Robotics & Automation Magazine	A2
2377-3766	Ieee Robotics and Automation Letters	A1
2377-3774	Ieee Robotics and Automation Letters	A1
1540-7993	Ieee Security & Privacy	A1
1530-437x	Ieee Sensors Journal	A1
1558-1748	Ieee Sensors Journal	A1
2475-1472	Ieee Sensors Letters	B4
1070-9908	Ieee Signal Processing Letters	A1
1053-5888	Ieee Signal Processing Magazine (Print)	A1
0740-7459	Ieee Software	A1
0018-9235	Ieee Spectrum	A4
1932-8184	Ieee Systems Journal	A1
1943-068x	Ieee T Comp Intel Ai	A3
0018-9251	Ieee Transactions on Aerospace and Electronic Systems	A1
0018-926x	Ieee Transactions on Antennas and Propagation (Print)	A1
1051-8223	Ieee Transactions on Applied Superconductivity (Print)	A4
0018-9286	Ieee Transactions on Automatic Control (Print)	A1
1545-5955	Ieee Transactions on Automation Science and Engineering	A1
1932-4545	Ieee Transactions on Biomedical Circuits and Systems	A1
0018-9294	Ieee Transactions on Biomedical Engineering (Print)	A1
0018-9316	Ieee Transactions on Broadcasting	A1
1051-8215	Ieee Transactions on Circuits and Systems for Video Technology (Print)	A1
1558-0806	Ieee Transactions on Circuits and Systems. I, Regular Papers (Online)	A1
1549-7747	Ieee Transactions on Circuits and Systems. Ii, Express Briefs	A1
2379-8920	Ieee Transactions on Cognitive and Developmental Systems	A2
0090-6778	Ieee Transactions on Communications (Print)	A1
2333-9403	Ieee Transactions on Computational Imaging (Online)	B1
2329-924x	Ieee Transactions on Computational Social Systems	A1
0278-0070	Ieee Transactions on Computer-Aided Design of Integrated Circuits and Systems	A1
0018-9340	Ieee Transactions on Computers (Print)	A1
0098-3063	Ieee Transactions on Consumer Electronics	A1
1063-6536	Ieee Transactions on Control Systems Technology (Print)	A1
2168-2267	Ieee Transactions on Cybernetics	A1
1545-5971	Ieee Transactions on Dependable and Secure Computing	A1
1530-4388	Ieee Transactions on Device and Materials Reliability	A2
1070-9878	Ieee Transactions on Dielectrics and Electrical Insulation	A2
0018-9359	Ieee Transactions on Education	A1
0018-9375	Ieee Transactions on Electromagnetic Compatibility (Print)	A2
0018-9383	Ieee Transactions on Electron Devices	A1
2471-285x	Ieee Transactions on Emerging Topics in Computational Intelligence	B3
2168-6750	Ieee Transactions on Emerging Topics in Computing	A1
0885-8969	Ieee Transactions on Energy Conversion	A1
0018-9391	Ieee Transactions on Engineering Management	A2
1089-778x	Ieee Transactions on Evolutionary Computation	A1
1063-6706	Ieee Transactions on Fuzzy Systems	A1
2475-1502	Ieee Transactions on Games	A4
0196-2892	Ieee Transactions on Geoscience and Remote Sensing	A1
2473-2400	Ieee Transactions on Green Communications and Networking	B1
2168-2291	Ieee Transactions on Human-Machine Systems	A1
1057-7149	Ieee Transactions on Image Processing	A1
0278-0046	Ieee Transactions on Industrial Electronics (1982. Print)	A1
1551-3203	Ieee Transactions on Industrial Informatics	A1
0093-9994	Ieee Transactions on Industry Applications	A1
1556-6013	Ieee Transactions on Information Forensics and Security	A1
0018-9448	Ieee Transactions on Information Theory	A1
0018-9456	Ieee Transactions on Instrumentation and Measurement	A1
1524-9050	Ieee Transactions on Intelligent Transportation Systems (Print)	A1
1041-4347	Ieee Transactions on Knowledge and Data Engineering (Print)	A1
1939-1382	Ieee Transactions on Learning Technologies	A1
0018-9464	Ieee Transactions on Magnetics	A3
0278-0062	Ieee Transactions on Medical Imaging (Print)	A1
0018-9480	Ieee Transactions on Microwave Theory and Techniques	A1
1536-1233	Ieee Transactions on Mobile Computing	A1
1520-9210	Ieee Transactions on Multimedia	A1
2332-7766	Ieee Transactions on Multi-Scale Computing Systems	A2
1536-125x	Ieee Transactions on Nanotechnology	A1
2327-4697	Ieee Transactions on Network Science and Engineering	A2
2162-237x	Ieee Transactions on Neural Networks and Learning Systems	A1
1534-4320	Ieee Transactions on Neural Systems and Rehabilitation Engineering	A1
0018-9499	Ieee Transactions on Nuclear Science	A2
1045-9219	Ieee Transactions on Parallel and Distributed Systems (Print)	A1
0093-3813	Ieee Transactions on Plasma Science	A4
0885-8977	Ieee Transactions on Power Delivery	A1
0885-8993	Ieee Transactions on Power Electronics	A1
0885-8950	Ieee Transactions on Power Systems	A1
0018-9529	Ieee Transactions on Reliability	A1
1552-3098	Ieee Transactions on Robotics	A1
1939-1374	Ieee Transactions on Services Computing	A1
1053-587x	Ieee Transactions on Signal Processing	A1
1949-3053	Ieee Transactions on Smart Grid	A1
0098-5589	Ieee Transactions on Software Engineering	A1
2377-3782	Ieee Transactions on Sustainable Computing	B1
1949-3029	Ieee Transactions on Sustainable Energy	A1
2168-2216	Ieee Transactions on Systems, Man, and Cybernetics: Systems	A1
0885-3010	Ieee Transactions on Ultrasonics, Ferroelectrics, and Frequency Control	A1
0018-9545	Ieee Transactions on Vehicular Technology	A1
1063-8210	Ieee Transactions on Very Large Scale Integration (Vlsi) Systems (Print)	A2
1077-2626	Ieee Transactions on Visualization and Computer Graphics	A1
1536-1276	Ieee Transactions on Wireless Communications	A1
1536-1284	Ieee Wireless Communications	A1
2162-2337	Ieee Wireless Communications Letters	A1
1545-5963	Ieee/Acm Transactions on Computational Biology and Bioinformatics (Print)	A1
1083-4435	Ieee/Asme Transactions on Mechatronics	A1
1349-2543	Ieice Electronics Express	B2
0916-8508	Ieice Transactions on Fundamentals of Electronics, Communications and Computer Science	B2
0916-8532	Ieice Transactions on Information and Systems	B2
1306-3030	Iejme-International Electronic Journal of Mathematics Education	A1
2047-4938	Iet Biometrics	A3
1751-858x	Iet Circuits, Devices & Systems (Print)	A4
1751-8628	Iet Communications (Print)	A2
1751-9640	Iet Computer Vision (Online)	A4
1751-8601	Iet Computers & Digital Techniques (Print)	A4
1751-8652	Iet Control Theory & Applications (Online)	A1
1751-8679	Iet Electric Power Applications (Online)	A1
2042-9738	Iet Electrical Systems in Transportation	A2
1751-8687	Iet Generation, Transmission & Distribution (Print)	A1
1751-9659	Iet Image Processing (Print)	A3
1751-9578	Iet Intelligent Transport Systems (Online)	A1
1751-956x	Iet Intelligent Transport Systems (Print)	A1
1751-8733	Iet Microwaves, Antennas & Propagation (Online)	A2
1751-8725	Iet Microwaves, Antennas & Propagation (Print)	A2
1751-8741	Iet Nanobiotechnology (Print)	B1
1755-4543	Iet Power Electronics (Online)	A1
1751-8792	Iet Radar, Sonar & Navigation (Online)	A2
1752-1416	Iet Renewable Power Generation (Print)	A1
1751-8822	Iet Science, Measurement & Technology (Print)	A3
1751-9683	Iet Signal Processing (Online)	A3
1751-9675	Iet Signal Processing (Print)	A3
1751-8814	Iet Software (Online)	A4
1751-8806	Iet Software (Print)	A4
2468-6018	Ifac Journal of Systems and Control	B3
1868-4238	Ifip Advances in Information and Communication Technology	B3
0340-0352	Ifla Journal	A3
1680-0737	Ifmbe Proceedings	B4
1971-7458	Iforest (Viterbo)	A3
2358-7482	If-Sophia	B2
2316-1221	Ignis	B3
1807-2526	Igt na Rede	B3
2317-0174	Igualitária: Revista do Curso de História da Estácio Bh	B3
2446-8231	Iheringia Série Botânica	B3
0073-4705	Iheringia. Série Botânica	B3
1678-4766	Iheringia. Série Zoologia (Online)	B2
0018-9855	Iic. International Review of Industrial Property and Copyright Law	B1
0327-7763	Iice (Buenos Aires)	B4
2472-5854	Iise Transactions	A2
2472-5838	Iise Transactions on Occupational Ergonomics and Human Factors	B4
2214-7624	Ijc Metabolic & Endocrine	B2
1023-666x	Ijpac. International Journal of Polymer Analysis and Characterization (Print)	B1
2507-041x	Ikon	B1
1123-3036	Il Diritto Dell'economia	A4
1973-8145	Il Mulino	B2
0032-423x	Il Ponte	B1
1084-2020	Ilar Journal	A2
2175-8026	Ilha do Desterro	A1
1517-395x	Ilha. Revista de Antropologia (Florianópolis)	A2
0019-2082	Illinois Journal of Mathematics	A4
1984-1191	Iluminuras (Porto Alegre)	B1
2281-8138	Im@Go	B2
2210-6340	Ima Fungus	A1
0272-4960	Ima Journal of Applied Mathematics	B1
1471-678x	Ima Journal of Management Mathematics (Print)	A2
0265-0754	Ima Journal of Mathematical Control and Information	A3
0272-4979	Ima Journal of Numerical Analysis	A1
1580-3139	Image Analysis & Stereology	A1
0262-8856	Image and Vision Computing	A2
2179-8427	Imagens da Educação	B1
2233-7822	Imaging Science in Dentistry	A3
0308-5694	Imago Mundi (Lympne)	A3
1565-1088	Imaj	A4
1742-4933	Immunity & Ageing	A2
1074-7613	Immunity (Cambridge, Mass.)	A1
2050-4527	Immunity, Inflammation and Disease	B3
0171-2985	Immunobiology.	A2
0093-7711	Immunogenetics (New York)	B1
0257-277x	Immunologic Research	A4
0882-0139	Immunological Investigations	B2
1365-2567	Immunology	A2
0019-2805	Immunology (Oxford. Print)	A2
0889-8561	Immunology and Allergy Clinics of North America	A3
0818-9641	Immunology and Cell Biology (Print)	A3
0165-2478	Immunology Letters	A4
0892-3973	Immunopharmacology and Immunotoxicology	A4
1750-743x	Immunotherapy (Print)	A4
1461-5517	Impact Assessment and Project Appraisal (Print)	A2
1056-6163	Implant Dentistry	A4
2236-9767	Impulso	B4
2542-3606	In Analysis	B4
2307-5260	In Crescendo (Online)	B3
0263-841x	In Practice (London. 1979)	B4
1630-7305	In Situ (Paris)	A3
1543-706x	In Vitro Cellular & Developmental Biology. Animal (Online)	B1
1071-2690	In Vitro Cellular & Developmental Biology. Animal (Print)	B1
1054-5476	In Vitro Cellular & Developmental Biology. Plant	A4
0258-851x	In Vivo (Athens)	B1
2116-0619	Incertains Regards - Cahiers Dramaturgiques	B3
2178-2075	Incid: Revista de Documentação e Ciência da Informação	A3
2359-5566	Includere	B4
1808-8392	Inclusão Social (Impresso)	B2
1808-8678	Inclusão Social (Online)	B2
1647-3582	Indagatio Didactica	B2
0019-3577	Indagationes Mathematicae (Print)	B1
2236-269x	Independent Journal of Management & Production	B1
1132-1296	Index de Enfermería	B2
2174-1859	Index.Comunicación	A2
0301-1208	Indian Journal of Biochemistry and Biophysics (Print)	B3
0376-4699	Indian Journal of Chemistry. Sect. B (Print)	B2
0972-5229	Indian Journal of Critical Care Medicine	B2
0970-9290	Indian Journal of Dental Research	B2
2231-2293	Indian Journal of Dental Sciences	B4
0019-5154	Indian Journal of Dermatology	B1
0378-6323	Indian Journal of Dermatology Venereology and Leprology	A3
2230-8210	Indian Journal of Endocrinology and Metabolism	B2
0019-5189	Indian Journal of Experimental Biology	A4
0254-9395	Indian Journal of Leprosy	B3
0379-5136	Indian Journal of Marine Sciences (Print)	B4
0974-8466	Indian Journal of Medical Ethics	A4
0975-5691	Indian Journal of Medical Ethics	A4
0971-5916	Indian Journal of Medical Research	B1
0019-5359	Indian Journal of Medical Sciences	B2
0046-8991	Indian Journal of Microbiology	B1
0972-3919	Indian Journal of Nuclear Medicine (Impresso)	B3
0301-4738	Indian Journal of Ophthalmology (Bombay)	B2
0019-5413	Indian Journal of Orthopaedics	B3
0377-4929	Indian Journal of Pathology and Microbiology (Print)	B3
0019-5456	Indian Journal of Pediatrics	B2
0973-5674	Indian Journal of Physiotherapy and Occupational Therapy	B2
0974-0252	Indian Journal of Plant Physiology	A4
0019-5502	Indian Journal of Plant Physiology	A4
0970-0358	Indian Journal of Plastic Surgery	B2
0019-5596	Indian Journal of Pure & Applied Physics	B2
0975-1068	Indian Journal of Traditional Knowledge	A3
0972-6292	Indian Pacing and Electrophysiology Journal	B3
1080-0727	Indiana Journal of Global Legal Studies (Print)	B1
0022-2518	Indiana University Mathematics Journal	A1
0103-3905	Indicadores Econômicos Fee (Impresso)	B3
2349-7750	Indo American Journal of Pharmaceutical Sciences	A4
2502-6569	Indonesian Fisheries Research Journal (Online)	B4
1420-326x	Indoor + Built Environment	A4
0905-6947	Indoor Air	A1
0888-5885	Industrial & Engineering Chemistry Research	A1
0019-7858	Industrial and Commercial Training	A3
0960-6491	Industrial and Corporate Change	A1
1931-8421	Industrial Biotechnology	B1
1550-9087	Industrial Biotechnology (New Rochelle)	B1
0926-6690	Industrial Crops and Products (Print)	A1
0019-8366	Industrial Health	A4
0036-8792	Industrial Lubrication and Tribology	A4
0263-5577	Industrial Management + Data Systems	A1
0019-8501	Industrial Marketing Management	A1
0143-991x	Industrial Robot	A3
0950-4222	Industry & Higher Education	B2
0214-9877	Infad (Barcelona)	A4
1522-7227	Infant and Child Development (Print)	A4
0163-6383	Infant Behavior & Development	A3
1369-8036	Infant Observation: International Journal of Infant Observation and Its Applications	B1
0896-3746	Infants and Young Children	A2
0300-8126	Infection	A4
2092-6448	Infection and Chemotherapy	B1
1178-6973	Infection and Drug Resistance	A1
0019-9567	Infection and Immunity (Print)	A2
1559-6834	Infection Control & Hospital Epidemiology (Online)	A2
0899-823x	Infection Control and Hospital Epidemiology	A2
2468-0451	Infection, Disease & Health	B3
1567-1348	Infection, Genetics and Evolution (Print)	A2
1750-9378	Infectious Agents and Cancer	B1
2374-4235	Infectious Diseases (Print)	B1
2193-8229	Infectious Diseases and Therapy	A4
2049-9957	Infectious Diseases of Poverty (Online)	A1
1871-5265	Infectious Disorders. Drug Targets	B2
2250-7167	Infeies-Rm	B4
0360-3997	Inflammation	A3
1420-908x	Inflammation Research	A3
1023-3830	Inflammation Research (Printed Ed.)	A3
0925-4692	Inflammopharmacology (Dordrecht. Print)	A2
1750-2659	Influenza and Other Respiratory Viruses (Online)	A2
1750-2640	Influenza and Other Respiratory Viruses (Print)	A2
1463-6697	Info (Cambridge. Print)	A1
0724-9616	Info Daf. Informationen Deutsch Als Fremdsprache	A3
1808-5377	Infodesign (Sbdi. Online)	A3
1414-2139	Informação & Informação	A2
0104-0146	Informação & Sociedade: Estudos	A2
2358-3908	Informação & Tecnologia (Itec)	A3
2316-7300	Informação Arquivistica	B2
2525-3468	Informação em Pauta	B1
2317-4390	Informação@Profissões	B1
0352-9045	Informacije Midem	B2
0718-0764	Informacion Tecnologica	B1
0100-4409	Informações Econômicas (Impresso)	B3
0824-2577	Informal Logic	A3
1516-084x	Informática na Educação (Impresso)	B2
1648-5831	Informatics in Education	A2
2352-9148	Informatics in Medicine Unlocked	B1
2301-1378	Informatio	B2
2078-2489	Information	B1
2398-5348	Information and Learning Science	A3
1471-7727	Information and Organization	A1
0950-5849	Information and Software Technology	A1
0142-5471	Information Design Journal	A4
0266-6669	Information Development	A3
1566-2535	Information Fusion (Print)	A1
1570-1255	Information Polity	A3
0306-4573	Information Processing & Management	A1
2214-3173	Information Processing in Agriculture	A2
0020-0190	Information Processing Letters (Print)	B1
1368-1613	Information Research	A3
1040-1628	Information Resources Management Journal	A2
1386-4564	Information Retrieval (Boston)	A1
0020-0255	Information Sciences	A1
1338-1237	Information Sciences and Technologies - Bulletin of The Acm Slovakia	B4
0167-5265	Information Services & Use	B1
0539-0184	Information Sur Les Sciences Sociales (Paris)	A1
0306-4379	Information Systems (Oxford)	A1
1387-3326	Information Systems Frontiers (Print)	A1
